,Date,Time,NOx.GT,PT08.S3.NOx,NO2.GT,PT08.S4.NO2,T,RH,AH
5183,12/10/2004,17.00.00,-200.0,730.0,-200.0,1460.0,17.1,54.2,1.0503
5184,12/10/2004,18.00.00,-200.0,708.0,-200.0,1480.0,16.5,56.2,1.0455
5185,12/10/2004,19.00.00,-200.0,670.0,-200.0,1577.0,16.7,54.1,1.0212
5186,12/10/2004,20.00.00,-200.0,898.0,-200.0,1274.0,15.4,57.7,1.0008
5187,12/10/2004,21.00.00,-200.0,990.0,-200.0,1219.0,15.5,57.1,0.9971
5188,12/10/2004,22.00.00,-200.0,997.0,-200.0,1205.0,15.6,55.9,0.985
5189,12/10/2004,23.00.00,-200.0,1074.0,-200.0,1161.0,14.8,58.4,0.9777
5190,13/10/2004,00.00.00,-200.0,1164.0,-200.0,1132.0,14.8,57.9,0.9662
5191,13/10/2004,01.00.00,-200.0,1276.0,-200.0,1100.0,14.6,57.6,0.9517
5192,13/10/2004,02.00.00,-200.0,1419.0,-200.0,1065.0,14.6,57.1,0.9428
5193,13/10/2004,03.00.00,-200.0,1558.0,-200.0,1050.0,14.4,57.6,0.9416
5194,13/10/2004,04.00.00,-200.0,1590.0,-200.0,1055.0,14.5,57.4,0.9413
5195,13/10/2004,05.00.00,-200.0,1485.0,-200.0,1066.0,14.3,58.4,0.9501
5196,13/10/2004,06.00.00,-200.0,1205.0,-200.0,1141.0,14.7,57.4,0.9564
5197,13/10/2004,07.00.00,-200.0,908.0,-200.0,1272.0,14.3,58.1,0.9404
5198,13/10/2004,08.00.00,-200.0,878.0,-200.0,1272.0,14.0,58.3,0.9294
5199,13/10/2004,09.00.00,286.0,882.0,78.0,1257.0,15.4,53.2,0.9246
5200,13/10/2004,10.00.00,281.0,932.0,72.0,1222.0,16.5,49.9,0.9289
5201,13/10/2004,11.00.00,-200.0,859.0,-200.0,1283.0,17.4,47.6,0.9387
5202,13/10/2004,12.00.00,-200.0,818.0,-200.0,1307.0,18.0,46.1,0.9401
5203,13/10/2004,13.00.00,-200.0,832.0,-200.0,1314.0,17.9,46.5,0.9474
5204,13/10/2004,14.00.00,-200.0,831.0,-200.0,1297.0,17.4,48.3,0.955
5205,13/10/2004,15.00.00,-200.0,892.0,-200.0,1258.0,16.0,52.6,0.9489
5206,13/10/2004,16.00.00,-200.0,795.0,-200.0,1348.0,15.3,58.7,1.0154
5207,13/10/2004,17.00.00,-200.0,726.0,-200.0,1454.0,15.2,55.9,0.9572
5208,13/10/2004,18.00.00,-200.0,759.0,-200.0,1370.0,14.8,56.3,0.9459
5209,13/10/2004,19.00.00,-200.0,731.0,-200.0,1415.0,14.7,57.8,0.9626
5210,13/10/2004,20.00.00,-200.0,834.0,-200.0,1314.0,14.8,57.3,0.9603
5211,13/10/2004,21.00.00,-200.0,970.0,-200.0,1207.0,14.9,57.1,0.9581
5212,13/10/2004,22.00.00,-200.0,1013.0,-200.0,1174.0,15.2,55.5,0.9521
5213,13/10/2004,23.00.00,-200.0,1015.0,-200.0,1189.0,15.3,55.4,0.9564
5214,14/10/2004,00.00.00,-200.0,1004.0,-200.0,1197.0,15.1,56.9,0.9673
5215,14/10/2004,01.00.00,-200.0,1146.0,-200.0,1123.0,15.0,56.4,0.9554
5216,14/10/2004,02.00.00,-200.0,1333.0,-200.0,1074.0,14.9,56.4,0.9474
5217,14/10/2004,03.00.00,-200.0,1434.0,-200.0,1065.0,15.2,54.7,0.9394
5218,14/10/2004,04.00.00,-200.0,1436.0,-200.0,1061.0,15.1,55.4,0.9439
5219,14/10/2004,05.00.00,-200.0,1325.0,-200.0,1091.0,14.9,56.8,0.9541
5220,14/10/2004,06.00.00,-200.0,1080.0,-200.0,1189.0,15.2,55.9,0.9589
5221,14/10/2004,07.00.00,-200.0,758.0,-200.0,1465.0,15.3,56.3,0.9684
5222,14/10/2004,08.00.00,-200.0,659.0,-200.0,1520.0,15.6,55.4,0.9725
5223,14/10/2004,09.00.00,-200.0,747.0,-200.0,1386.0,16.3,53.3,0.9809
5224,14/10/2004,10.00.00,-200.0,776.0,-200.0,1359.0,20.4,42.2,0.9964
5225,14/10/2004,11.00.00,-200.0,788.0,-200.0,1369.0,21.9,39.4,1.0234
5226,14/10/2004,12.00.00,-200.0,746.0,-200.0,1442.0,21.5,41.2,1.0399
5227,14/10/2004,13.00.00,-200.0,726.0,-200.0,1446.0,22.2,41.4,1.097
5228,14/10/2004,14.00.00,-200.0,675.0,-200.0,1530.0,21.0,46.8,1.1508
5229,14/10/2004,15.00.00,-200.0,679.0,-200.0,1537.0,21.9,44.9,1.1635
5230,14/10/2004,16.00.00,-200.0,711.0,-200.0,1507.0,21.5,46.7,1.1837
5231,14/10/2004,17.00.00,-200.0,653.0,-200.0,1616.0,19.7,56.6,1.2811
5232,14/10/2004,18.00.00,-200.0,615.0,-200.0,1682.0,18.8,60.8,1.3036
5233,14/10/2004,19.00.00,-200.0,537.0,-200.0,1907.0,19.3,59.6,1.3195
5234,14/10/2004,20.00.00,-200.0,553.0,-200.0,1804.0,17.6,69.2,1.3803
5235,14/10/2004,21.00.00,-200.0,769.0,-200.0,1479.0,16.4,77.1,1.4243
5236,14/10/2004,22.00.00,-200.0,884.0,-200.0,1393.0,16.6,77.3,1.4491
5237,14/10/2004,23.00.00,-200.0,908.0,-200.0,1363.0,15.9,78.1,1.4039
5238,15/10/2004,00.00.00,-200.0,770.0,-200.0,1473.0,15.1,82.3,1.4009
5239,15/10/2004,01.00.00,-200.0,906.0,-200.0,1345.0,14.8,83.8,1.4005
5240,15/10/2004,02.00.00,-200.0,1046.0,-200.0,1289.0,14.4,84.6,1.3794
5241,15/10/2004,03.00.00,-200.0,1125.0,-200.0,1241.0,15.8,77.6,1.3792
5242,15/10/2004,04.00.00,-200.0,1097.0,-200.0,1259.0,15.2,79.4,1.3605
5243,15/10/2004,05.00.00,-200.0,992.0,-200.0,1312.0,14.8,81.9,1.3735
5244,15/10/2004,06.00.00,-200.0,725.0,-200.0,1562.0,14.6,82.9,1.3706
5245,15/10/2004,07.00.00,-200.0,544.0,-200.0,1878.0,14.8,80.4,1.3428
5246,15/10/2004,08.00.00,-200.0,519.0,-200.0,1942.0,15.6,77.1,1.3527
5247,15/10/2004,09.00.00,-200.0,501.0,-200.0,1941.0,17.3,70.9,1.3876
5248,15/10/2004,10.00.00,-200.0,578.0,-200.0,1760.0,22.2,51.3,1.3543
5249,15/10/2004,11.00.00,-200.0,639.0,-200.0,1659.0,24.4,43.9,1.3184
5250,15/10/2004,12.00.00,-200.0,620.0,-200.0,1676.0,22.7,47.6,1.2989
5251,15/10/2004,13.00.00,-200.0,560.0,-200.0,1861.0,20.5,61.5,1.4673
5252,15/10/2004,14.00.00,-200.0,684.0,-200.0,1548.0,23.3,40.4,1.1421
5253,15/10/2004,15.00.00,-200.0,603.0,-200.0,1689.0,23.2,39.9,1.1172
5254,15/10/2004,16.00.00,-200.0,540.0,-200.0,1881.0,21.5,44.5,1.129
5255,15/10/2004,17.00.00,-200.0,509.0,-200.0,1938.0,20.9,48.5,1.1878
5256,15/10/2004,18.00.00,-200.0,539.0,-200.0,1875.0,19.8,53.1,1.216
5257,15/10/2004,19.00.00,-200.0,648.0,-200.0,1593.0,20.1,53.6,1.2477
5258,15/10/2004,20.00.00,-200.0,689.0,-200.0,1523.0,19.6,56.0,1.2623
5259,15/10/2004,21.00.00,-200.0,902.0,-200.0,1357.0,18.6,60.4,1.2817
5260,15/10/2004,22.00.00,-200.0,853.0,-200.0,1390.0,14.5,78.3,1.288
5261,15/10/2004,23.00.00,-200.0,939.0,-200.0,1311.0,16.3,70.5,1.2921
5262,16/10/2004,00.00.00,-200.0,825.0,-200.0,1394.0,14.1,83.8,1.346
5263,16/10/2004,01.00.00,-200.0,879.0,-200.0,1326.0,14.5,81.3,1.3399
5264,16/10/2004,02.00.00,-200.0,1033.0,-200.0,1249.0,14.7,80.7,1.3414
5265,16/10/2004,03.00.00,-200.0,986.0,-200.0,1287.0,14.5,82.1,1.3493
5266,16/10/2004,04.00.00,-200.0,970.0,-200.0,1278.0,15.0,78.4,1.3333
5267,16/10/2004,05.00.00,-200.0,902.0,-200.0,1325.0,14.5,80.5,1.3221
5268,16/10/2004,06.00.00,-200.0,808.0,-200.0,1389.0,14.6,79.0,1.3082
5269,16/10/2004,07.00.00,-200.0,807.0,-200.0,1446.0,15.0,74.8,1.2672
5270,16/10/2004,08.00.00,-200.0,667.0,-200.0,1569.0,15.9,70.4,1.2658
5271,16/10/2004,09.00.00,-200.0,729.0,-200.0,1454.0,17.4,62.3,1.2282
5272,16/10/2004,10.00.00,-200.0,756.0,-200.0,1413.0,21.3,42.9,1.0727
5273,16/10/2004,11.00.00,-200.0,828.0,-200.0,1342.0,22.0,38.9,1.0154
5274,16/10/2004,12.00.00,-200.0,892.0,-200.0,1275.0,20.3,41.3,0.9745
5275,16/10/2004,13.00.00,-200.0,819.0,-200.0,1354.0,20.2,45.6,1.0663
5276,16/10/2004,14.00.00,-200.0,1021.0,-200.0,1162.0,20.8,37.4,0.9107
5277,16/10/2004,15.00.00,-200.0,960.0,-200.0,1234.0,21.6,35.9,0.9164
5278,16/10/2004,16.00.00,-200.0,825.0,-200.0,1320.0,22.0,35.7,0.9329
5279,16/10/2004,17.00.00,-200.0,816.0,-200.0,1332.0,19.9,42.0,0.9665
5280,16/10/2004,18.00.00,-200.0,695.0,-200.0,1534.0,19.2,46.3,1.0158
5281,16/10/2004,19.00.00,-200.0,787.0,-200.0,1417.0,17.9,56.9,1.1545
5282,16/10/2004,20.00.00,-200.0,819.0,-200.0,1397.0,14.7,75.5,1.2554
5283,16/10/2004,21.00.00,-200.0,855.0,-200.0,1377.0,15.1,78.9,1.3409
5284,16/10/2004,22.00.00,-200.0,979.0,-200.0,1303.0,17.2,66.7,1.2987
5285,16/10/2004,23.00.00,-200.0,960.0,-200.0,1284.0,15.4,73.2,1.2755
5286,17/10/2004,00.00.00,-200.0,1118.0,-200.0,1228.0,16.5,68.5,1.2753
5287,17/10/2004,01.00.00,-200.0,1097.0,-200.0,1259.0,16.4,70.3,1.3031
5288,17/10/2004,02.00.00,-200.0,991.0,-200.0,1307.0,15.4,78.1,1.3557
5289,17/10/2004,03.00.00,-200.0,984.0,-200.0,1309.0,15.8,75.5,1.3436
5290,17/10/2004,04.00.00,-200.0,1120.0,-200.0,1227.0,16.0,69.5,1.2549
5291,17/10/2004,05.00.00,-200.0,1217.0,-200.0,1179.0,15.0,71.0,1.2032
5292,17/10/2004,06.00.00,-200.0,1208.0,-200.0,1214.0,13.9,75.2,1.1884
5293,17/10/2004,07.00.00,-200.0,1181.0,-200.0,1171.0,15.9,62.1,1.1103
5294,17/10/2004,08.00.00,-200.0,961.0,-200.0,1296.0,15.9,61.0,1.0911
5295,17/10/2004,09.00.00,-200.0,913.0,-200.0,1315.0,17.1,58.7,1.1332
5296,17/10/2004,10.00.00,-200.0,846.0,-200.0,1351.0,19.2,51.9,1.1404
5297,17/10/2004,11.00.00,-200.0,900.0,-200.0,1302.0,21.5,42.6,1.0798
5298,17/10/2004,12.00.00,-200.0,866.0,-200.0,1305.0,21.6,39.9,1.0156
5299,17/10/2004,13.00.00,-200.0,744.0,-200.0,1478.0,21.6,40.4,1.0309
5300,17/10/2004,14.00.00,-200.0,701.0,-200.0,1473.0,22.0,37.3,0.9768
5301,17/10/2004,15.00.00,-200.0,999.0,-200.0,1179.0,22.1,35.2,0.9253
5302,17/10/2004,16.00.00,-200.0,962.0,-200.0,1212.0,22.4,36.0,0.9621
5303,17/10/2004,17.00.00,-200.0,733.0,-200.0,1495.0,20.9,40.3,0.9866
5304,17/10/2004,18.00.00,-200.0,749.0,-200.0,1429.0,19.8,41.5,0.9489
5305,17/10/2004,19.00.00,-200.0,712.0,-200.0,1457.0,18.2,46.0,0.9538
5306,17/10/2004,20.00.00,-200.0,783.0,-200.0,1348.0,17.3,50.3,0.9837
5307,17/10/2004,21.00.00,-200.0,814.0,-200.0,1361.0,15.8,57.6,1.0271
5308,17/10/2004,22.00.00,-200.0,840.0,-200.0,1321.0,15.5,59.7,1.0413
5309,17/10/2004,23.00.00,-200.0,808.0,-200.0,1344.0,15.5,60.6,1.0574
5310,18/10/2004,00.00.00,-200.0,922.0,-200.0,1252.0,15.8,59.9,1.0676
5311,18/10/2004,01.00.00,-200.0,988.0,-200.0,1247.0,14.8,64.3,1.073
5312,18/10/2004,02.00.00,-200.0,1116.0,-200.0,1177.0,14.8,64.7,1.0788
5313,18/10/2004,03.00.00,-200.0,1226.0,-200.0,1158.0,13.8,67.6,1.0581
5314,18/10/2004,04.00.00,-200.0,1191.0,-200.0,1167.0,14.5,65.0,1.0672
5315,18/10/2004,05.00.00,-200.0,1074.0,-200.0,1207.0,14.0,67.4,1.0703
5316,18/10/2004,06.00.00,-200.0,759.0,-200.0,1425.0,12.6,73.6,1.0699
5317,18/10/2004,07.00.00,-200.0,576.0,-200.0,1741.0,13.3,70.4,1.0711
5318,18/10/2004,08.00.00,-200.0,514.0,-200.0,1884.0,14.4,65.8,1.0773
5319,18/10/2004,09.00.00,-200.0,616.0,-200.0,1565.0,16.8,57.8,1.0947
5320,18/10/2004,10.00.00,-200.0,646.0,-200.0,1521.0,19.7,49.3,1.1199
5321,18/10/2004,11.00.00,-200.0,599.0,-200.0,1664.0,21.1,47.2,1.1659
5322,18/10/2004,12.00.00,-200.0,608.0,-200.0,1641.0,22.2,43.2,1.1427
5323,18/10/2004,13.00.00,-200.0,549.0,-200.0,1797.0,21.4,47.2,1.1927
5324,18/10/2004,14.00.00,-200.0,537.0,-200.0,1763.0,19.9,55.4,1.2702
5325,18/10/2004,15.00.00,-200.0,512.0,-200.0,1862.0,20.3,54.0,1.2744
5326,18/10/2004,16.00.00,-200.0,497.0,-200.0,1883.0,20.0,56.5,1.3051
5327,18/10/2004,17.00.00,-200.0,407.0,-200.0,2287.0,19.7,57.8,1.3138
5328,18/10/2004,18.00.00,-200.0,398.0,-200.0,2357.0,19.3,59.0,1.3077
5329,18/10/2004,19.00.00,-200.0,436.0,-200.0,2161.0,18.5,60.3,1.2706
5330,18/10/2004,20.00.00,-200.0,444.0,-200.0,2080.0,17.8,66.3,1.341
5331,18/10/2004,21.00.00,-200.0,597.0,-200.0,1606.0,17.6,65.9,1.3175
5332,18/10/2004,22.00.00,-200.0,761.0,-200.0,1409.0,17.5,63.5,1.2622
5333,18/10/2004,23.00.00,-200.0,779.0,-200.0,1380.0,16.5,67.2,1.2491
5334,19/10/2004,00.00.00,-200.0,788.0,-200.0,1371.0,16.2,69.1,1.259
5335,19/10/2004,01.00.00,-200.0,746.0,-200.0,1414.0,14.9,74.7,1.2564
5336,19/10/2004,02.00.00,-200.0,788.0,-200.0,1354.0,14.1,76.7,1.2273
5337,19/10/2004,03.00.00,-200.0,842.0,-200.0,1303.0,14.0,76.6,1.2202
5338,19/10/2004,04.00.00,-200.0,818.0,-200.0,1323.0,14.9,73.8,1.24
5339,19/10/2004,05.00.00,-200.0,772.0,-200.0,1383.0,15.2,73.1,1.257
5340,19/10/2004,06.00.00,-200.0,669.0,-200.0,1528.0,15.2,73.4,1.2626
5341,19/10/2004,07.00.00,-200.0,517.0,-200.0,1852.0,15.2,74.7,1.2824
5342,19/10/2004,08.00.00,-200.0,404.0,-200.0,2316.0,15.8,71.7,1.278
5343,19/10/2004,09.00.00,-200.0,441.0,-200.0,2074.0,16.6,68.4,1.2829
5344,19/10/2004,10.00.00,-200.0,485.0,-200.0,1894.0,17.6,64.9,1.2925
5345,19/10/2004,11.00.00,-200.0,479.0,-200.0,1911.0,18.3,63.8,1.331
5346,19/10/2004,12.00.00,-200.0,474.0,-200.0,1945.0,19.4,61.1,1.3652
5347,19/10/2004,13.00.00,-200.0,544.0,-200.0,1760.0,20.9,58.1,1.4193
5348,19/10/2004,14.00.00,-200.0,640.0,-200.0,1596.0,22.0,54.0,1.4114
5349,19/10/2004,15.00.00,-200.0,602.0,-200.0,1682.0,22.8,53.0,1.4482
5350,19/10/2004,16.00.00,-200.0,593.0,-200.0,1671.0,21.7,57.6,1.4756
5351,19/10/2004,17.00.00,-200.0,530.0,-200.0,1887.0,21.3,60.8,1.5205
5352,19/10/2004,18.00.00,-200.0,490.0,-200.0,1976.0,21.2,61.7,1.5309
5353,19/10/2004,19.00.00,-200.0,474.0,-200.0,2017.0,21.2,62.2,1.5473
5354,19/10/2004,20.00.00,-200.0,454.0,-200.0,2098.0,20.8,65.1,1.5782
5355,19/10/2004,21.00.00,-200.0,470.0,-200.0,1985.0,19.9,69.0,1.5877
5356,19/10/2004,22.00.00,-200.0,513.0,-200.0,1851.0,18.8,73.7,1.5785
5357,19/10/2004,23.00.00,-200.0,571.0,-200.0,1671.0,19.2,71.3,1.5723
5358,20/10/2004,00.00.00,-200.0,603.0,-200.0,1628.0,19.0,71.6,1.5549
5359,20/10/2004,01.00.00,-200.0,666.0,-200.0,1520.0,19.5,69.7,1.5596
5360,20/10/2004,02.00.00,-200.0,675.0,-200.0,1509.0,19.4,70.1,1.5626
5361,20/10/2004,03.00.00,-200.0,684.0,-200.0,1519.0,18.4,74.5,1.5634
5362,20/10/2004,04.00.00,-200.0,688.0,-200.0,1508.0,18.7,73.4,1.5701
5363,20/10/2004,05.00.00,-200.0,645.0,-200.0,1544.0,18.4,74.6,1.5631
5364,20/10/2004,06.00.00,-200.0,594.0,-200.0,1659.0,18.5,74.4,1.5661
5365,20/10/2004,07.00.00,-200.0,458.0,-200.0,2043.0,18.8,73.0,1.5737
5366,20/10/2004,08.00.00,-200.0,371.0,-200.0,2376.0,19.9,69.9,1.6036
5367,20/10/2004,09.00.00,-200.0,448.0,-200.0,2036.0,21.3,66.1,1.6556
5368,20/10/2004,10.00.00,-200.0,467.0,-200.0,1965.0,23.0,61.8,1.7135
5369,20/10/2004,11.00.00,-200.0,438.0,-200.0,2027.0,22.4,64.6,1.7271
5370,20/10/2004,12.00.00,-200.0,424.0,-200.0,2093.0,23.8,59.9,1.7376
5371,20/10/2004,13.00.00,-200.0,431.0,-200.0,2094.0,24.7,56.9,1.7472
5372,20/10/2004,14.00.00,-200.0,452.0,-200.0,2015.0,25.4,55.1,1.761
5373,20/10/2004,15.00.00,-200.0,473.0,-200.0,1924.0,25.7,54.5,1.7684
5374,20/10/2004,16.00.00,652.0,424.0,167.0,2307.0,24.8,57.7,1.7765
5375,20/10/2004,17.00.00,895.0,348.0,194.0,2595.0,24.6,58.9,1.8005
5376,20/10/2004,18.00.00,826.0,358.0,172.0,2474.0,23.9,61.8,1.8088
5377,20/10/2004,19.00.00,648.0,373.0,134.0,2378.0,23.0,65.9,1.8319
5378,20/10/2004,20.00.00,629.0,409.0,130.0,2170.0,22.4,67.7,1.8161
5379,20/10/2004,21.00.00,529.0,458.0,113.0,1944.0,22.0,69.2,1.8061
5380,20/10/2004,22.00.00,405.0,511.0,99.0,1820.0,21.8,69.6,1.79
5381,20/10/2004,23.00.00,461.0,496.0,109.0,1877.0,21.9,68.3,1.7699
5382,21/10/2004,00.00.00,486.0,467.0,105.0,1957.0,21.7,69.7,1.7872
5383,21/10/2004,01.00.00,335.0,552.0,91.0,1765.0,21.3,70.3,1.7574
5384,21/10/2004,02.00.00,210.0,664.0,77.0,1570.0,20.8,71.7,1.7415
5385,21/10/2004,03.00.00,-200.0,784.0,-200.0,1453.0,21.4,69.0,1.7421
5386,21/10/2004,04.00.00,99.0,754.0,59.0,1473.0,21.4,69.3,1.7515
5387,21/10/2004,05.00.00,149.0,830.0,60.0,1420.0,21.3,69.5,1.7447
5388,21/10/2004,06.00.00,203.0,706.0,72.0,1565.0,21.5,67.5,1.708
5389,21/10/2004,07.00.00,332.0,578.0,83.0,1791.0,21.9,64.8,1.683
5390,21/10/2004,08.00.00,446.0,494.0,104.0,2016.0,22.6,61.4,1.6645
5391,21/10/2004,09.00.00,524.0,517.0,119.0,1866.0,22.6,61.5,1.6636
5392,21/10/2004,10.00.00,347.0,572.0,105.0,1704.0,25.5,52.3,1.6796
5393,21/10/2004,11.00.00,273.0,634.0,91.0,1626.0,27.0,47.6,1.67
5394,21/10/2004,12.00.00,404.0,542.0,103.0,1834.0,25.2,53.3,1.6834
5395,21/10/2004,13.00.00,-200.0,578.0,-200.0,1736.0,26.6,49.3,1.6872
5396,21/10/2004,14.00.00,312.0,585.0,111.0,1733.0,27.2,48.5,1.7172
5397,21/10/2004,15.00.00,369.0,539.0,101.0,1807.0,26.9,50.0,1.7507
5398,21/10/2004,16.00.00,362.0,519.0,102.0,1864.0,26.5,52.2,1.7769
5399,21/10/2004,17.00.00,335.0,488.0,101.0,1933.0,27.0,51.0,1.7936
5400,21/10/2004,18.00.00,447.0,427.0,118.0,2166.0,25.9,55.8,1.8347
5401,21/10/2004,19.00.00,576.0,382.0,120.0,2403.0,25.1,59.4,1.8632
5402,21/10/2004,20.00.00,486.0,432.0,107.0,2160.0,24.7,58.7,1.8001
5403,21/10/2004,21.00.00,439.0,450.0,104.0,2085.0,23.6,62.2,1.7863
5404,21/10/2004,22.00.00,462.0,448.0,91.0,2048.0,22.4,67.1,1.794
5405,21/10/2004,23.00.00,441.0,466.0,91.0,1964.0,21.6,69.2,1.763
5406,22/10/2004,00.00.00,223.0,593.0,74.0,1655.0,21.3,68.5,1.7164
5407,22/10/2004,01.00.00,126.0,714.0,63.0,1474.0,21.2,68.6,1.7046
5408,22/10/2004,02.00.00,116.0,788.0,57.0,1423.0,20.3,70.6,1.6659
5409,22/10/2004,03.00.00,-200.0,870.0,-200.0,1355.0,20.8,67.3,1.6353
5410,22/10/2004,04.00.00,125.0,849.0,48.0,1392.0,19.6,71.3,1.612
5411,22/10/2004,05.00.00,198.0,802.0,49.0,1435.0,18.7,74.4,1.5861
5412,22/10/2004,06.00.00,185.0,770.0,55.0,1435.0,19.8,69.2,1.5808
5413,22/10/2004,07.00.00,425.0,541.0,78.0,1912.0,19.8,69.4,1.5859
5414,22/10/2004,08.00.00,465.0,437.0,91.0,2158.0,20.4,66.7,1.5781
5415,22/10/2004,09.00.00,341.0,535.0,88.0,1830.0,22.3,60.6,1.6069
5416,22/10/2004,10.00.00,316.0,525.0,83.0,1787.0,22.6,59.9,1.6246
5417,22/10/2004,11.00.00,241.0,574.0,81.0,1704.0,24.5,54.5,1.6514
5418,22/10/2004,12.00.00,266.0,538.0,83.0,1781.0,24.4,55.4,1.6712
5419,22/10/2004,13.00.00,412.0,467.0,111.0,2007.0,26.0,51.9,1.7148
5420,22/10/2004,14.00.00,394.0,474.0,112.0,2033.0,26.8,49.1,1.7101
5421,22/10/2004,15.00.00,365.0,474.0,112.0,1996.0,26.4,49.8,1.6928
5422,22/10/2004,16.00.00,548.0,429.0,137.0,2127.0,26.9,48.6,1.7017
5423,22/10/2004,17.00.00,494.0,435.0,152.0,2176.0,26.2,48.9,1.634
5424,22/10/2004,18.00.00,686.0,373.0,163.0,2486.0,24.3,54.3,1.6276
5425,22/10/2004,19.00.00,556.0,397.0,135.0,2339.0,23.3,58.1,1.6457
5426,22/10/2004,20.00.00,467.0,454.0,119.0,2020.0,22.3,62.5,1.6616
5427,22/10/2004,21.00.00,297.0,579.0,91.0,1657.0,21.3,66.1,1.6556
5428,22/10/2004,22.00.00,164.0,669.0,74.0,1502.0,21.2,65.7,1.6319
5429,22/10/2004,23.00.00,196.0,664.0,73.0,1509.0,20.3,68.1,1.6009
5430,23/10/2004,00.00.00,201.0,673.0,71.0,1518.0,20.4,66.7,1.583
5431,23/10/2004,01.00.00,132.0,792.0,57.0,1413.0,19.9,67.5,1.5544
5432,23/10/2004,02.00.00,146.0,800.0,51.0,1418.0,19.1,70.0,1.5331
5433,23/10/2004,03.00.00,-200.0,852.0,-200.0,1374.0,19.3,68.1,1.5139
5434,23/10/2004,04.00.00,94.0,872.0,42.0,1341.0,19.6,66.9,1.5125
5435,23/10/2004,05.00.00,127.0,876.0,43.0,1381.0,18.1,72.1,1.4834
5436,23/10/2004,06.00.00,217.0,724.0,52.0,1473.0,18.1,72.3,1.4927
5437,23/10/2004,07.00.00,394.0,598.0,65.0,1699.0,17.6,74.8,1.491
5438,23/10/2004,08.00.00,511.0,545.0,69.0,1753.0,18.2,72.8,1.5048
5439,23/10/2004,09.00.00,523.0,507.0,91.0,1833.0,20.2,65.8,1.5374
5440,23/10/2004,10.00.00,471.0,542.0,92.0,1727.0,21.6,61.4,1.5696
5441,23/10/2004,11.00.00,441.0,534.0,102.0,1738.0,23.3,57.5,1.6169
5442,23/10/2004,12.00.00,414.0,504.0,118.0,1854.0,25.0,52.4,1.6356
5443,23/10/2004,13.00.00,317.0,533.0,111.0,1785.0,25.4,50.8,1.6275
5444,23/10/2004,14.00.00,230.0,609.0,101.0,1608.0,26.1,47.1,1.5724
5445,23/10/2004,15.00.00,365.0,564.0,119.0,1749.0,27.0,44.2,1.549
5446,23/10/2004,16.00.00,360.0,565.0,115.0,1747.0,27.2,43.0,1.5246
5447,23/10/2004,17.00.00,420.0,549.0,120.0,1776.0,25.6,48.3,1.5641
5448,23/10/2004,18.00.00,475.0,490.0,115.0,1925.0,23.3,57.9,1.6376
5449,23/10/2004,19.00.00,526.0,469.0,118.0,2016.0,22.2,63.6,1.6763
5450,23/10/2004,20.00.00,460.0,520.0,117.0,1853.0,21.6,67.7,1.7228
5451,23/10/2004,21.00.00,255.0,607.0,96.0,1668.0,21.0,69.3,1.7058
5452,23/10/2004,22.00.00,283.0,567.0,89.0,1725.0,20.3,70.5,1.6599
5453,23/10/2004,23.00.00,271.0,594.0,84.0,1639.0,20.0,69.5,1.6109
5454,24/10/2004,00.00.00,315.0,573.0,97.0,1741.0,19.7,70.1,1.5891
5455,24/10/2004,01.00.00,227.0,631.0,68.0,1621.0,19.5,70.7,1.5851
5456,24/10/2004,02.00.00,243.0,633.0,66.0,1577.0,19.4,71.4,1.5959
5457,24/10/2004,03.00.00,-200.0,696.0,-200.0,1512.0,19.3,71.1,1.5746
5458,24/10/2004,04.00.00,142.0,731.0,51.0,1467.0,18.7,73.8,1.5704
5459,24/10/2004,05.00.00,139.0,684.0,48.0,1503.0,18.0,75.4,1.5441
5460,24/10/2004,06.00.00,182.0,709.0,47.0,1451.0,17.3,78.4,1.532
5461,24/10/2004,07.00.00,196.0,704.0,48.0,1481.0,17.5,76.6,1.5174
5462,24/10/2004,08.00.00,108.0,853.0,45.0,1359.0,20.0,66.7,1.5401
5463,24/10/2004,09.00.00,175.0,732.0,59.0,1477.0,19.1,70.0,1.5366
5464,24/10/2004,10.00.00,266.0,661.0,84.0,1542.0,21.4,61.7,1.5547
5465,24/10/2004,11.00.00,179.0,721.0,72.0,1467.0,24.6,50.4,1.5363
5466,24/10/2004,12.00.00,154.0,745.0,68.0,1431.0,25.0,49.1,1.5295
5467,24/10/2004,13.00.00,95.0,811.0,52.0,1376.0,25.3,46.7,1.4874
5468,24/10/2004,14.00.00,151.0,756.0,70.0,1421.0,24.8,47.9,1.4819
5469,24/10/2004,15.00.00,230.0,667.0,90.0,1537.0,25.3,48.0,1.5249
5470,24/10/2004,16.00.00,239.0,670.0,87.0,1533.0,26.5,44.9,1.5278
5471,24/10/2004,17.00.00,306.0,614.0,99.0,1631.0,25.0,50.1,1.563
5472,24/10/2004,18.00.00,472.0,503.0,128.0,1874.0,22.9,57.6,1.5885
5473,24/10/2004,19.00.00,532.0,464.0,127.0,1971.0,21.7,62.9,1.6117
5474,24/10/2004,20.00.00,375.0,568.0,99.0,1716.0,21.8,63.0,1.619
5475,24/10/2004,21.00.00,147.0,747.0,72.0,1439.0,21.2,63.4,1.5748
5476,24/10/2004,22.00.00,118.0,768.0,62.0,1450.0,20.2,65.8,1.535
