Date,Hour,CO_GT,NOx_GT,Day,Month
2004-11-07,16.0,0.9,95.0,Sunday,November
2004-11-07,17.0,1.1,107.0,Sunday,November
2004-11-07,18.0,3.2,189.0,Sunday,November
2004-11-07,19.0,3.1,386.0,Sunday,November
2004-11-07,20.0,3.1,412.0,Sunday,November
2004-11-07,21.0,2.3,342.0,Sunday,November
2004-11-07,22.0,1.8,255.0,Sunday,November
2004-11-07,23.0,0.8,89.0,Sunday,November
2004-11-08,0.0,0.9,106.0,Monday,November
2004-11-08,1.0,0.8,109.0,Monday,November
2004-11-08,2.0,0.7,67.0,Monday,November
2004-11-08,4.0,0.2,13.0,Monday,November
2004-11-08,5.0,0.2,20.0,Monday,November
2004-11-08,6.0,0.3,33.0,Monday,November
2004-11-08,7.0,0.7,146.0,Monday,November
2004-11-08,8.0,1.7,359.0,Monday,November
2004-11-08,9.0,1.8,322.0,Monday,November
2004-11-08,10.0,1.5,293.0,Monday,November
2004-11-08,11.0,1.3,255.0,Monday,November
2004-11-08,12.0,1.2,233.0,Monday,November
2004-11-08,13.0,1.3,220.0,Monday,November
2004-11-08,14.0,1.8,246.0,Monday,November
2004-11-08,15.0,1.7,272.0,Monday,November
2004-11-08,16.0,2.2,358.0,Monday,November
2004-11-08,17.0,3.2,514.0,Monday,November
2004-11-08,18.0,5.9,742.0,Monday,November
2004-11-10,4.0,0.2,32.0,Wednesday,November
2004-11-10,5.0,0.2,29.0,Wednesday,November
2004-11-10,6.0,0.3,48.0,Wednesday,November
2004-11-10,7.0,0.5,113.0,Wednesday,November
2004-11-10,8.0,1.4,267.0,Wednesday,November
2004-11-10,9.0,2.0,332.0,Wednesday,November
2004-11-10,10.0,1.6,354.0,Wednesday,November
2004-11-10,11.0,1.3,316.0,Wednesday,November
2004-11-10,12.0,1.4,395.0,Wednesday,November
2004-11-10,13.0,1.9,391.0,Wednesday,November
2004-11-10,14.0,2.7,457.0,Wednesday,November
2004-11-10,15.0,2.1,448.0,Wednesday,November
2004-11-10,16.0,2.4,543.0,Wednesday,November
2004-11-10,17.0,2.7,574.0,Wednesday,November
2004-11-10,18.0,2.5,435.0,Wednesday,November
2004-11-10,19.0,3.7,504.0,Wednesday,November
2004-11-10,20.0,4.6,586.0,Wednesday,November
2004-11-10,21.0,3.9,580.0,Wednesday,November
2004-11-10,22.0,2.2,346.0,Wednesday,November
2004-11-10,23.0,2.7,531.0,Wednesday,November
2004-11-11,0.0,2.6,477.0,Thursday,November
2004-11-11,1.0,2.1,344.0,Thursday,November
2004-11-11,2.0,1.4,219.0,Thursday,November
2004-11-11,4.0,1.1,174.0,Thursday,November
2004-11-11,5.0,1.1,165.0,Thursday,November
2004-11-11,6.0,1.1,250.0,Thursday,November
2004-11-11,7.0,1.5,388.0,Thursday,November
2004-11-11,8.0,3.1,758.0,Thursday,November
2004-11-11,9.0,6.8,1247.0,Thursday,November
2004-11-11,10.0,5.4,1110.0,Thursday,November
2004-11-11,11.0,4.5,1145.0,Thursday,November
2004-11-11,12.0,3.0,720.0,Thursday,November
2004-11-11,13.0,2.8,557.0,Thursday,November
2004-11-11,14.0,3.9,678.0,Thursday,November
2004-11-11,15.0,3.4,659.0,Thursday,November
2004-11-11,16.0,3.2,552.0,Thursday,November
2004-11-11,17.0,2.8,395.0,Thursday,November
2004-11-11,18.0,3.9,573.0,Thursday,November
2004-11-11,19.0,3.5,463.0,Thursday,November
2004-11-11,20.0,4.7,568.0,Thursday,November
2004-11-11,21.0,4.6,706.0,Thursday,November
2004-11-11,22.0,1.2,193.0,Thursday,November
2004-11-11,23.0,1.1,151.0,Thursday,November
2004-11-12,0.0,1.2,167.0,Friday,November
2004-11-12,1.0,1.6,239.0,Friday,November
2004-11-12,2.0,0.7,102.0,Friday,November
2004-11-12,5.0,0.6,71.0,Friday,November
2004-11-12,6.0,0.5,79.0,Friday,November
2004-11-12,7.0,0.6,117.0,Friday,November
2004-11-12,8.0,1.4,266.0,Friday,November
2004-11-12,9.0,2.0,340.0,Friday,November
2004-11-12,10.0,1.6,257.0,Friday,November
2004-11-12,11.0,1.6,311.0,Friday,November
2004-11-12,12.0,1.7,279.0,Friday,November
2004-11-12,13.0,2.0,267.0,Friday,November
2004-11-12,14.0,2.3,310.0,Friday,November
2004-11-12,15.0,2.4,352.0,Friday,November
2004-11-12,16.0,2.2,337.0,Friday,November
2004-11-12,17.0,2.6,358.0,Friday,November
2004-11-12,18.0,4.0,547.0,Friday,November
2004-11-12,19.0,5.2,600.0,Friday,November
2004-11-12,20.0,3.9,470.0,Friday,November
2004-11-12,21.0,3.8,522.0,Friday,November
2004-11-12,22.0,1.6,208.0,Friday,November
2004-11-12,23.0,1.5,205.0,Friday,November
2004-11-13,0.0,1.6,217.0,Saturday,November
2004-11-13,1.0,1.5,216.0,Saturday,November
2004-11-13,2.0,1.0,117.0,Saturday,November
2004-11-13,4.0,1.3,174.0,Saturday,November
2004-11-13,5.0,1.0,111.0,Saturday,November
2004-11-13,6.0,1.0,147.0,Saturday,November
2004-11-13,7.0,0.9,140.0,Saturday,November
2004-11-13,8.0,2.1,421.0,Saturday,November
2004-11-13,9.0,2.1,350.0,Saturday,November
2004-11-13,10.0,3.1,550.0,Saturday,November
2004-11-13,11.0,3.8,589.0,Saturday,November
2004-11-13,12.0,3.7,537.0,Saturday,November
2004-11-13,13.0,3.6,473.0,Saturday,November
2004-11-13,14.0,3.3,364.0,Saturday,November
2004-11-13,15.0,2.1,270.0,Saturday,November
2004-11-13,16.0,2.3,368.0,Saturday,November
2004-11-13,17.0,2.1,318.0,Saturday,November
2004-11-13,18.0,1.9,244.0,Saturday,November
2004-11-13,19.0,1.9,234.0,Saturday,November
2004-11-13,20.0,2.3,296.0,Saturday,November
2004-11-13,21.0,1.7,205.0,Saturday,November
2004-11-13,22.0,0.8,95.0,Saturday,November
2004-11-13,23.0,0.8,93.0,Saturday,November
2004-11-14,0.0,0.8,100.0,Sunday,November
2004-11-14,1.0,0.8,100.0,Sunday,November
2004-11-14,2.0,0.6,63.0,Sunday,November
2004-11-14,4.0,0.3,36.0,Sunday,November
2004-11-14,5.0,0.3,24.0,Sunday,November
2004-11-14,6.0,0.2,20.0,Sunday,November
2004-11-14,7.0,0.2,25.0,Sunday,November
2004-11-14,8.0,0.3,39.0,Sunday,November
2004-11-14,9.0,0.3,57.0,Sunday,November
2004-11-14,10.0,0.4,59.0,Sunday,November
2004-11-14,11.0,0.4,65.0,Sunday,November
2004-11-14,12.0,0.6,93.0,Sunday,November
2004-11-14,13.0,0.6,112.0,Sunday,November
2004-11-14,14.0,0.6,110.0,Sunday,November
2004-11-14,15.0,0.5,81.0,Sunday,November
2004-11-14,16.0,0.6,100.0,Sunday,November
2004-11-14,17.0,0.7,109.0,Sunday,November
2004-11-14,18.0,1.4,148.0,Sunday,November
2004-11-14,19.0,1.2,207.0,Sunday,November
2004-11-14,20.0,1.1,210.0,Sunday,November
2004-11-14,21.0,1.0,180.0,Sunday,November
2004-11-14,22.0,0.6,109.0,Sunday,November
2004-11-14,23.0,0.8,128.0,Sunday,November
2004-11-15,0.0,0.6,96.0,Monday,November
2004-11-15,1.0,0.5,65.0,Monday,November
2004-11-15,2.0,0.3,42.0,Monday,November
2004-11-15,5.0,0.3,28.0,Monday,November
2004-11-15,6.0,0.4,55.0,Monday,November
2004-11-15,7.0,0.7,181.0,Monday,November
2004-11-15,8.0,2.0,480.0,Monday,November
2004-11-15,9.0,2.4,442.0,Monday,November
2004-11-15,10.0,1.8,361.0,Monday,November
2004-11-15,11.0,1.6,288.0,Monday,November
2004-11-15,12.0,1.7,330.0,Monday,November
2004-11-15,13.0,1.8,300.0,Monday,November
2004-11-15,14.0,1.7,239.0,Monday,November
2004-11-15,15.0,1.7,265.0,Monday,November
2004-11-15,16.0,1.7,287.0,Monday,November
2004-11-15,17.0,2.6,403.0,Monday,November
2004-11-15,18.0,4.0,515.0,Monday,November
2004-11-15,19.0,3.8,446.0,Monday,November
2004-11-15,20.0,4.0,501.0,Monday,November
2004-11-15,21.0,2.4,355.0,Monday,November
2004-11-15,22.0,1.4,217.0,Monday,November
2004-11-15,23.0,1.3,180.0,Monday,November
2004-11-16,0.0,1.3,167.0,Tuesday,November
2004-11-16,1.0,1.0,126.0,Tuesday,November
2004-11-16,2.0,0.8,113.0,Tuesday,November
2004-11-16,4.0,0.4,37.0,Tuesday,November
2004-11-16,5.0,0.5,50.0,Tuesday,November
2004-11-16,6.0,0.5,96.0,Tuesday,November
2004-11-16,7.0,0.9,271.0,Tuesday,November
2004-11-16,8.0,3.5,892.0,Tuesday,November
2004-11-16,9.0,5.2,1071.0,Tuesday,November
2004-11-16,10.0,4.3,839.0,Tuesday,November
2004-11-16,11.0,3.5,713.0,Tuesday,November
2004-11-16,12.0,2.6,498.0,Tuesday,November
2004-11-16,13.0,2.5,389.0,Tuesday,November
2004-11-16,14.0,2.8,457.0,Tuesday,November
2004-11-16,15.0,2.2,425.0,Tuesday,November
2004-11-16,16.0,2.4,483.0,Tuesday,November
2004-11-16,17.0,3.5,604.0,Tuesday,November
2004-11-16,18.0,4.2,648.0,Tuesday,November
2004-11-16,19.0,3.1,427.0,Tuesday,November
2004-11-16,20.0,3.2,461.0,Tuesday,November
2004-11-16,21.0,2.8,436.0,Tuesday,November
2004-11-16,22.0,2.2,300.0,Tuesday,November
2004-11-16,23.0,1.8,277.0,Tuesday,November
2004-11-17,0.0,1.7,196.0,Wednesday,November
2004-11-17,1.0,1.6,277.0,Wednesday,November
2004-11-17,2.0,1.1,131.0,Wednesday,November
2004-11-17,4.0,0.7,97.0,Wednesday,November
2004-11-17,5.0,0.8,105.0,Wednesday,November
2004-11-17,6.0,0.9,138.0,Wednesday,November
2004-11-17,7.0,1.2,183.0,Wednesday,November
2004-11-17,8.0,3.3,664.0,Wednesday,November
2004-11-17,9.0,3.8,611.0,Wednesday,November
2004-11-17,10.0,3.2,600.0,Wednesday,November
2004-11-17,12.0,3.2,878.0,Wednesday,November
2004-11-17,13.0,4.2,905.0,Wednesday,November
2004-11-17,14.0,4.3,808.0,Wednesday,November
2004-11-17,15.0,4.0,858.0,Wednesday,November
2004-11-17,16.0,4.1,839.0,Wednesday,November
2004-11-17,17.0,7.8,1290.0,Wednesday,November
2004-11-17,18.0,10.2,748.0,Wednesday,November
2004-11-17,19.0,6.6,1148.0,Wednesday,November
2004-11-17,20.0,4.3,729.0,Wednesday,November
2004-11-17,21.0,4.9,810.0,Wednesday,November
2004-11-17,22.0,2.6,427.0,Wednesday,November
2004-11-17,23.0,2.3,274.0,Wednesday,November
2004-11-18,0.0,2.7,387.0,Thursday,November
2004-11-18,1.0,2.2,235.0,Thursday,November
2004-11-18,2.0,2.0,225.0,Thursday,November
2004-11-18,4.0,1.2,185.0,Thursday,November
2004-11-18,5.0,1.1,212.0,Thursday,November
2004-11-18,6.0,1.4,358.0,Thursday,November
2004-11-18,7.0,2.1,531.0,Thursday,November
2004-11-18,8.0,4.5,992.0,Thursday,November
2004-11-18,9.0,5.6,1132.0,Thursday,November
2004-11-18,10.0,5.6,1195.0,Thursday,November
2004-11-18,11.0,4.7,1120.0,Thursday,November
2004-11-18,12.0,4.2,870.0,Thursday,November
2004-11-18,13.0,3.6,570.0,Thursday,November
2004-11-18,14.0,3.2,384.0,Thursday,November
2004-11-18,15.0,3.1,381.0,Thursday,November
2004-11-18,16.0,3.8,541.0,Thursday,November
2004-11-18,17.0,3.9,484.0,Thursday,November
2004-11-18,18.0,4.6,549.0,Thursday,November
2004-11-18,19.0,4.9,596.0,Thursday,November
2004-11-18,20.0,5.4,620.0,Thursday,November
2004-11-18,21.0,4.3,542.0,Thursday,November
2004-11-18,22.0,3.1,381.0,Thursday,November
2004-11-18,23.0,2.5,270.0,Thursday,November
2004-11-19,0.0,2.4,284.0,Friday,November
2004-11-19,1.0,1.9,204.0,Friday,November
2004-11-19,2.0,1.3,93.0,Friday,November
2004-11-19,4.0,1.1,51.0,Friday,November
2004-11-19,5.0,0.9,45.0,Friday,November
2004-11-19,6.0,1.0,68.0,Friday,November
2004-11-19,7.0,1.6,198.0,Friday,November
2004-11-19,8.0,4.8,633.0,Friday,November
2004-11-19,9.0,5.9,548.0,Friday,November
2004-11-19,10.0,5.6,588.0,Friday,November
2004-11-19,11.0,3.5,612.0,Friday,November
2004-11-19,12.0,2.8,428.0,Friday,November
2004-11-19,13.0,3.6,463.0,Friday,November
2004-11-19,14.0,4.8,479.0,Friday,November
2004-11-19,15.0,5.0,469.0,Friday,November
2004-11-19,16.0,5.6,583.0,Friday,November
2004-11-19,17.0,7.5,760.0,Friday,November
2004-11-19,18.0,7.2,691.0,Friday,November
2004-11-19,19.0,8.3,832.0,Friday,November
2004-11-19,20.0,8.6,881.0,Friday,November
2004-11-19,21.0,4.3,390.0,Friday,November
2004-11-19,22.0,2.6,207.0,Friday,November
2004-11-19,23.0,2.6,204.0,Friday,November
2004-11-20,0.0,2.7,243.0,Saturday,November
2004-11-20,1.0,2.7,264.0,Saturday,November
2004-11-20,2.0,2.6,215.0,Saturday,November
2004-11-20,5.0,0.6,92.0,Saturday,November
2004-11-20,6.0,0.7,174.0,Saturday,November
2004-11-20,7.0,1.2,294.0,Saturday,November
2004-11-20,8.0,2.0,412.0,Saturday,November
2004-11-20,9.0,2.8,573.0,Saturday,November
2004-11-20,10.0,2.9,661.0,Saturday,November
2004-11-20,11.0,2.2,555.0,Saturday,November
2004-11-20,12.0,1.6,363.0,Saturday,November
2004-11-20,13.0,1.5,302.0,Saturday,November
2004-11-20,14.0,1.9,340.0,Saturday,November
2004-11-20,15.0,1.5,306.0,Saturday,November
2004-11-20,16.0,1.8,377.0,Saturday,November
2004-11-20,17.0,3.4,625.0,Saturday,November
2004-11-20,18.0,4.6,870.0,Saturday,November
2004-11-20,19.0,1.6,421.0,Saturday,November
2004-11-20,20.0,1.2,294.0,Saturday,November
2004-11-20,21.0,1.2,339.0,Saturday,November
2004-11-20,22.0,0.9,260.0,Saturday,November
2004-11-20,23.0,0.7,256.0,Saturday,November
2004-11-21,0.0,2.5,572.0,Sunday,November
2004-11-21,1.0,1.5,428.0,Sunday,November
2004-11-21,2.0,0.5,195.0,Sunday,November
2004-11-21,4.0,0.5,160.0,Sunday,November
2004-11-21,5.0,0.1,101.0,Sunday,November
2004-11-21,6.0,0.2,97.0,Sunday,November
2004-11-21,8.0,0.2,227.0,Sunday,November
2004-11-21,9.0,0.5,253.0,Sunday,November
2004-11-21,10.0,0.4,234.0,Sunday,November
2004-11-21,11.0,0.8,291.0,Sunday,November
2004-11-21,12.0,1.5,402.0,Sunday,November
2004-11-21,13.0,1.9,492.0,Sunday,November
2004-11-21,14.0,1.1,351.0,Sunday,November
2004-11-21,15.0,0.3,160.0,Sunday,November
2004-11-21,16.0,0.9,292.0,Sunday,November
2004-11-21,17.0,2.1,537.0,Sunday,November
2004-11-21,18.0,2.4,607.0,Sunday,November
2004-11-21,19.0,1.6,308.0,Sunday,November
2004-11-21,20.0,1.1,277.0,Sunday,November
2004-11-21,21.0,1.3,348.0,Sunday,November
2004-11-21,22.0,0.8,267.0,Sunday,November
2004-11-21,23.0,1.0,399.0,Sunday,November
2004-11-22,0.0,0.3,163.0,Monday,November
2004-11-22,1.0,1.0,297.0,Monday,November
2004-11-22,2.0,0.4,212.0,Monday,November
2004-11-22,6.0,0.1,201.0,Monday,November
2004-11-22,7.0,0.4,333.0,Monday,November
2004-11-22,8.0,2.4,733.0,Monday,November
2004-11-22,9.0,3.1,846.0,Monday,November
2004-11-22,10.0,3.1,801.0,Monday,November
2004-11-22,11.0,2.7,884.0,Monday,November
2004-11-22,12.0,2.3,784.0,Monday,November
2004-11-22,13.0,3.0,896.0,Monday,November
2004-11-22,14.0,3.6,953.0,Monday,November
2004-11-22,15.0,3.1,980.0,Monday,November
2004-11-22,16.0,3.5,1058.0,Monday,November
2004-11-22,17.0,4.0,1080.0,Monday,November
2004-11-22,18.0,6.3,1301.0,Monday,November
2004-11-22,19.0,6.9,1345.0,Monday,November
2004-11-22,20.0,6.5,1218.0,Monday,November
2004-11-22,21.0,3.3,884.0,Monday,November
2004-11-22,22.0,2.4,650.0,Monday,November
2004-11-22,23.0,1.7,444.0,Monday,November
2004-11-23,0.0,1.3,370.0,Tuesday,November
2004-11-23,1.0,1.1,349.0,Tuesday,November
2004-11-23,2.0,0.8,287.0,Tuesday,November
2004-11-23,5.0,1.3,238.0,Tuesday,November
2004-11-23,6.0,1.4,316.0,Tuesday,November
2004-11-23,7.0,2.1,508.0,Tuesday,November
2004-11-23,8.0,4.5,920.0,Tuesday,November
2004-11-23,9.0,5.7,980.0,Tuesday,November
2004-11-23,10.0,6.6,1188.0,Tuesday,November
2004-11-23,11.0,5.0,1045.0,Tuesday,November
2004-11-23,12.0,5.3,999.0,Tuesday,November
2004-11-23,13.0,5.4,955.0,Tuesday,November
2004-11-23,14.0,7.3,1189.0,Tuesday,November
2004-11-23,15.0,5.1,933.0,Tuesday,November
2004-11-23,16.0,5.3,898.0,Tuesday,November
2004-11-23,17.0,7.3,1201.0,Tuesday,November
2004-11-23,18.0,10.2,1369.0,Tuesday,November
2004-11-23,19.0,11.9,1389.0,Tuesday,November
2004-11-23,20.0,11.5,1358.0,Tuesday,November
2004-11-23,21.0,8.3,1189.0,Tuesday,November
2004-11-23,22.0,4.7,866.0,Tuesday,November
2004-11-23,23.0,4.0,718.0,Tuesday,November
2004-11-24,0.0,3.9,715.0,Wednesday,November
2004-11-24,1.0,2.8,558.0,Wednesday,November
2004-11-24,2.0,2.3,467.0,Wednesday,November
2004-11-24,4.0,1.4,295.0,Wednesday,November
2004-11-24,5.0,1.0,151.0,Wednesday,November
2004-11-24,6.0,1.0,188.0,Wednesday,November
2004-11-24,7.0,1.8,380.0,Wednesday,November
2004-11-24,8.0,3.8,717.0,Wednesday,November
2004-11-24,9.0,4.2,803.0,Wednesday,November
2004-11-24,10.0,3.6,726.0,Wednesday,November
2004-11-24,11.0,3.3,558.0,Wednesday,November
2004-11-24,12.0,2.0,427.0,Wednesday,November
2004-11-24,13.0,2.0,317.0,Wednesday,November
2004-11-24,14.0,2.9,436.0,Wednesday,November
2004-11-24,15.0,2.7,490.0,Wednesday,November
2004-11-24,16.0,3.4,602.0,Wednesday,November
2004-11-24,17.0,4.5,732.0,Wednesday,November
2004-11-24,18.0,6.1,865.0,Wednesday,November
2004-11-24,19.0,6.8,936.0,Wednesday,November
2004-11-24,20.0,8.4,1074.0,Wednesday,November
2004-11-24,21.0,5.3,812.0,Wednesday,November
2004-11-24,22.0,4.5,773.0,Wednesday,November
2004-11-24,23.0,4.1,761.0,Wednesday,November
2004-11-25,0.0,4.0,781.0,Thursday,November
2004-11-25,1.0,4.0,743.0,Thursday,November
2004-11-25,2.0,3.0,533.0,Thursday,November
2004-11-25,4.0,2.2,456.0,Thursday,November
2004-11-25,5.0,2.2,486.0,Thursday,November
2004-11-25,6.0,2.0,498.0,Thursday,November
2004-11-25,7.0,2.2,585.0,Thursday,November
2004-11-25,8.0,4.0,911.0,Thursday,November
2004-11-25,9.0,4.8,845.0,Thursday,November
2004-11-25,10.0,4.6,807.0,Thursday,November
2004-11-25,11.0,2.8,603.0,Thursday,November
2004-11-25,12.0,2.1,391.0,Thursday,November
2004-11-25,13.0,2.0,279.0,Thursday,November
2004-11-25,14.0,2.5,358.0,Thursday,November
2004-11-25,15.0,2.5,403.0,Thursday,November
2004-11-25,16.0,2.8,465.0,Thursday,November
2004-11-25,17.0,4.0,707.0,Thursday,November
2004-11-25,18.0,4.5,660.0,Thursday,November
2004-11-25,19.0,3.1,402.0,Thursday,November
2004-11-25,20.0,2.6,350.0,Thursday,November
2004-11-25,21.0,2.6,355.0,Thursday,November
2004-11-25,22.0,2.0,296.0,Thursday,November
2004-11-25,23.0,1.8,266.0,Thursday,November
2004-11-26,0.0,2.5,373.0,Friday,November
2004-11-26,1.0,2.3,417.0,Friday,November
2004-11-26,2.0,2.1,308.0,Friday,November
2004-11-26,5.0,1.2,196.0,Friday,November
2004-11-26,6.0,1.0,203.0,Friday,November
2004-11-26,7.0,1.7,393.0,Friday,November
2004-11-26,8.0,4.3,864.0,Friday,November
2004-11-26,9.0,5.8,960.0,Friday,November
2004-11-26,10.0,5.6,1056.0,Friday,November
2004-11-26,11.0,4.0,856.0,Friday,November
2004-11-26,12.0,4.0,854.0,Friday,November
2004-11-26,13.0,4.9,854.0,Friday,November
2004-11-26,14.0,5.6,949.0,Friday,November
2004-11-26,15.0,5.1,932.0,Friday,November
2004-11-26,16.0,6.2,1071.0,Friday,November
2004-11-26,17.0,7.7,1134.0,Friday,November
2004-11-26,18.0,10.1,1389.0,Friday,November
2004-11-26,19.0,6.4,866.0,Friday,November
2004-11-26,20.0,7.7,947.0,Friday,November
2004-11-26,21.0,8.1,1155.0,Friday,November
2004-11-26,22.0,4.7,798.0,Friday,November
2004-11-26,23.0,4.3,696.0,Friday,November
2004-11-27,0.0,4.1,654.0,Saturday,November
2004-11-27,1.0,4.2,685.0,Saturday,November
2004-11-27,2.0,3.8,574.0,Saturday,November
2004-11-27,4.0,2.4,319.0,Saturday,November
2004-11-27,5.0,2.0,263.0,Saturday,November
2004-11-27,6.0,1.7,320.0,Saturday,November
2004-11-27,7.0,2.1,439.0,Saturday,November
2004-11-27,8.0,2.5,398.0,Saturday,November
2004-11-27,9.0,3.8,637.0,Saturday,November
2004-11-27,10.0,3.9,699.0,Saturday,November
2004-11-27,11.0,4.2,699.0,Saturday,November
2004-11-27,12.0,4.0,707.0,Saturday,November
2004-11-27,13.0,4.4,743.0,Saturday,November
2004-11-27,14.0,4.7,745.0,Saturday,November
2004-11-27,15.0,4.6,741.0,Saturday,November
2004-11-27,16.0,4.8,765.0,Saturday,November
2004-11-27,17.0,4.5,632.0,Saturday,November
2004-11-27,18.0,5.6,808.0,Saturday,November
2004-11-27,19.0,4.9,703.0,Saturday,November
2004-11-27,20.0,5.3,764.0,Saturday,November
2004-11-27,21.0,4.6,667.0,Saturday,November
2004-11-27,22.0,2.4,355.0,Saturday,November
2004-11-27,23.0,2.7,359.0,Saturday,November
2004-11-28,0.0,2.5,327.0,Sunday,November
2004-11-28,1.0,2.3,289.0,Sunday,November
2004-11-28,3.0,1.3,138.0,Sunday,November
2004-11-28,4.0,1.0,86.0,Sunday,November
2004-11-28,5.0,0.9,60.0,Sunday,November
2004-11-28,6.0,0.7,62.0,Sunday,November
2004-11-28,7.0,0.8,73.0,Sunday,November
2004-11-28,8.0,1.0,157.0,Sunday,November
2004-11-28,9.0,1.1,166.0,Sunday,November
2004-11-28,10.0,0.8,98.0,Sunday,November
2004-11-28,11.0,1.4,153.0,Sunday,November
2004-11-28,12.0,2.2,307.0,Sunday,November
2004-11-28,13.0,2.7,416.0,Sunday,November
2004-11-28,14.0,2.3,346.0,Sunday,November
2004-11-28,15.0,1.9,252.0,Sunday,November
2004-11-28,16.0,2.7,326.0,Sunday,November
2004-11-28,17.0,3.2,490.0,Sunday,November
2004-11-28,18.0,3.2,452.0,Sunday,November
2004-11-28,19.0,3.5,542.0,Sunday,November
2004-11-28,20.0,4.5,605.0,Sunday,November
2004-11-28,21.0,4.1,577.0,Sunday,November
2004-11-28,22.0,3.3,491.0,Sunday,November
2004-11-28,23.0,3.1,492.0,Sunday,November
2004-11-29,0.0,3.0,412.0,Monday,November
2004-11-29,1.0,2.3,283.0,Monday,November
2004-11-29,2.0,2.3,280.0,Monday,November
2004-11-29,4.0,1.5,156.0,Monday,November
2004-11-29,5.0,1.3,166.0,Monday,November
2004-11-29,6.0,1.4,225.0,Monday,November
2004-11-29,7.0,2.0,325.0,Monday,November
2004-11-29,8.0,4.2,760.0,Monday,November
2004-11-29,9.0,5.9,948.0,Monday,November
2004-11-29,10.0,6.3,1044.0,Monday,November
2004-11-29,11.0,6.6,1172.0,Monday,November
2004-11-29,12.0,5.0,1000.0,Monday,November
2004-11-29,13.0,2.5,366.0,Monday,November
2004-11-29,14.0,2.6,346.0,Monday,November
2004-11-29,15.0,1.9,289.0,Monday,November
2004-11-29,16.0,2.3,316.0,Monday,November
2004-11-29,17.0,1.9,238.0,Monday,November
2004-11-29,18.0,2.3,267.0,Monday,November
2004-11-29,19.0,1.8,182.0,Monday,November
2004-11-29,20.0,1.9,197.0,Monday,November
2004-11-29,21.0,1.4,149.0,Monday,November
2004-11-29,22.0,1.2,124.0,Monday,November
2004-11-29,23.0,1.0,105.0,Monday,November
2004-11-30,0.0,1.2,109.0,Tuesday,November
2004-11-30,1.0,1.4,169.0,Tuesday,November
2004-11-30,2.0,1.2,124.0,Tuesday,November
2004-11-30,4.0,0.6,50.0,Tuesday,November
2004-11-30,5.0,0.6,47.0,Tuesday,November
2004-11-30,6.0,0.7,110.0,Tuesday,November
2004-11-30,7.0,1.1,193.0,Tuesday,November
2004-11-30,8.0,2.5,475.0,Tuesday,November
2004-11-30,9.0,3.6,420.0,Tuesday,November
2004-11-30,10.0,3.6,439.0,Tuesday,November
2004-11-30,11.0,3.3,461.0,Tuesday,November
2004-11-30,12.0,2.0,238.0,Tuesday,November
2004-11-30,13.0,1.9,232.0,Tuesday,November
2004-11-30,14.0,2.2,241.0,Tuesday,November
2004-11-30,15.0,2.2,278.0,Tuesday,November
2004-11-30,16.0,3.8,496.0,Tuesday,November
2004-11-30,17.0,3.5,464.0,Tuesday,November
2004-11-30,18.0,5.2,600.0,Tuesday,November
2004-11-30,19.0,6.3,692.0,Tuesday,November
2004-11-30,20.0,6.8,731.0,Tuesday,November
2004-11-30,21.0,4.1,491.0,Tuesday,November
2004-11-30,22.0,2.3,284.0,Tuesday,November
2004-11-30,23.0,1.9,245.0,Tuesday,November
2004-12-01,0.0,2.2,273.0,Wednesday,December
2004-12-01,1.0,1.3,157.0,Wednesday,December
2004-12-01,2.0,1.2,117.0,Wednesday,December
2004-12-01,5.0,0.6,100.0,Wednesday,December
2004-12-01,6.0,0.9,135.0,Wednesday,December
2004-12-01,7.0,1.4,301.0,Wednesday,December
2004-12-01,8.0,3.4,641.0,Wednesday,December
2004-12-01,9.0,5.0,849.0,Wednesday,December
2004-12-01,10.0,4.7,861.0,Wednesday,December
2004-12-01,11.0,3.2,629.0,Wednesday,December
2004-12-01,12.0,3.5,737.0,Wednesday,December
2004-12-01,13.0,4.0,712.0,Wednesday,December
2004-12-01,14.0,5.7,933.0,Wednesday,December
2004-12-01,15.0,5.0,836.0,Wednesday,December
2004-12-01,16.0,5.6,987.0,Wednesday,December
2004-12-01,17.0,6.2,985.0,Wednesday,December
2004-12-01,18.0,7.5,1040.0,Wednesday,December
2004-12-01,19.0,3.0,401.0,Wednesday,December
2004-12-01,20.0,2.6,279.0,Wednesday,December
2004-12-01,21.0,2.1,280.0,Wednesday,December
2004-12-01,22.0,1.8,280.0,Wednesday,December
2004-12-01,23.0,2.0,327.0,Wednesday,December
2004-12-02,0.0,2.2,316.0,Thursday,December
2004-12-02,1.0,1.9,223.0,Thursday,December
2004-12-02,2.0,1.6,180.0,Thursday,December
2004-12-02,4.0,0.9,131.0,Thursday,December
2004-12-02,5.0,0.7,101.0,Thursday,December
2004-12-02,6.0,0.9,189.0,Thursday,December
2004-12-02,7.0,1.4,336.0,Thursday,December
2004-12-02,8.0,4.2,804.0,Thursday,December
2004-12-02,9.0,5.0,860.0,Thursday,December
2004-12-02,10.0,4.4,745.0,Thursday,December
2004-12-02,11.0,3.4,685.0,Thursday,December
2004-12-02,12.0,2.8,639.0,Thursday,December
2004-12-02,13.0,3.4,668.0,Thursday,December
2004-12-02,14.0,2.9,469.0,Thursday,December
2004-12-02,15.0,3.9,605.0,Thursday,December
2004-12-02,16.0,4.0,641.0,Thursday,December
2004-12-02,17.0,4.9,774.0,Thursday,December
